UTC time, Altitude (m MSL), Altitude (m AGL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%), Internal temperature (C), Latitude, Longitude, Rise speed (m/s)
22:39:28, 182, 0, 100062,  ,  , 22.20, 54.15, 22.0,  ,  , 
22:39:28, 182, 0, 100064,  ,  , 22.23, 54.15,  ,  ,  , 
22:39:29, 182, 0, 100064,  ,  , 22.24, 54.10,  ,  ,  , 
22:39:30, 182, 0, 100064,  ,  , 22.23, 54.00,  ,  ,  , 
22:39:31, 182, 0, 100064,  ,  , 22.23, 54.05,  ,  ,  , 
22:39:32, 182, 0, 100063,  ,  , 22.24, 54.20,  ,  ,  , 
22:39:33, 182, 0, 100062,  ,  , 22.26, 54.40,  ,  ,  , 
22:39:34, 182, 0, 100062,  ,  , 22.29, 54.55,  ,  ,  , 
22:39:35, 182, 0, 100062,  ,  , 22.32, 54.50,  ,  ,  , 
22:39:36, 182, 0, 100062,  ,  , 22.34, 54.45,  ,  ,  , 
22:39:37, 182, 0, 100062,  ,  , 22.34, 54.30,  ,  ,  , 
22:39:38, 182, 0, 100062,  ,  , 22.27, 54.00,  ,  ,  , 
22:39:39, 182, 0, 100062,  ,  , 22.20, 53.85,  ,  ,  , 
22:39:40, 182, 0, 100062,  ,  , 22.06, 53.85,  ,  ,  , 0
22:39:41, 182, 0, 100062,  ,  , 21.94, 53.70,  ,  ,  , 0
22:39:42, 182, 0, 100062,  ,  , 21.73, 53.65,  ,  ,  , 0
22:39:43, 182, 0, 100062,  ,  , 21.55, 53.80,  ,  ,  , 0
22:39:44, 182, 0, 100062,  ,  , 21.41, 54.25,  ,  ,  , 0
22:39:45, 182, 0, 100063,  ,  , 21.30, 54.75,  ,  ,  , 0
22:39:46, 182, 0, 100064,  ,  , 21.16, 55.30,  ,  ,  , 0
22:39:47, 181, 0, 100068,  ,  , 21.10, 55.70,  ,  ,  , 0
22:39:48, 181, 0, 100073,  ,  , 21.05, 56.10,  ,  ,  , -0.1
22:39:49, 180, -1, 100078,  ,  , 21.01, 56.55,  ,  ,  , -0.1
22:39:49, 181, 0, 100076,  ,  , 21.01, 56.95,  ,  ,  , -0.1
22:39:50, 181, 0, 100075,  ,  , 21.02, 57.35,  ,  ,  , -0.1
22:39:51, 181, 0, 100074,  ,  , 21.03, 57.75, 22.8,  ,  , -0.1
22:39:52, 181, 0, 100075,  ,  , 21.02, 58.10,  ,  ,  , -0.1
22:39:53, 180, -1, 100077,  ,  , 21.05, 58.25,  ,  ,  , -0.1
22:39:54, 180, -1, 100080,  ,  , 21.09, 58.40,  ,  ,  , -0.1
22:39:55, 180, -1, 100077,  ,  , 21.15, 58.40,  ,  ,  , -0.1
22:39:56, 181, 0, 100074,  ,  , 21.20, 58.30,  ,  ,  , -0.1
22:39:57, 181, 0, 100072,  ,  , 21.22, 58.20,  ,  ,  , -0.1
22:40:01, 181, 0, 100066,  ,  , 21.16, 57.70,  ,  ,  , 0.1
22:40:02, 182, 0, 100065,  ,  , 21.13, 57.60,  ,  ,  , 0.1
22:40:03, 182, 0, 100064,  ,  , 21.11, 57.45,  ,  ,  , 0.1
22:40:04, 182, 0, 100064,  ,  , 21.06, 57.25,  ,  ,  , 0.1
22:40:05, 181, 0, 100066,  ,  , 20.98, 57.10,  ,  ,  , 0.1
22:40:06, 181, 0, 100068,  ,  , 20.94, 57.05,  ,  ,  , 0.1
22:40:07, 181, 0, 100067,  ,  , 20.88, 56.95,  ,  ,  , 0.1
22:40:08, 181, 0, 100066,  ,  , 20.84, 56.90,  ,  ,  , 0.1
22:40:09, 182, 0, 100066,  ,  , 20.79, 56.95,  ,  ,  , 0.1
22:40:09, 181, 0, 100067,  ,  , 20.77, 57.05,  ,  ,  , 0
22:40:10, 181, 0, 100068,  ,  , 20.72, 57.20,  ,  ,  , 0
22:40:11, 181, 0, 100070,  ,  , 20.70, 57.35,  ,  ,  , 0
22:40:12, 181, 0, 100071,  ,  , 20.69, 57.50,  ,  ,  , 0
22:40:13, 181, 0, 100073,  ,  , 20.70, 57.60,  ,  ,  , -0.1
22:40:14, 181, 0, 100076,  ,  , 20.67, 57.85,  ,  ,  , -0.1
22:40:15, 181, 0, 100072,  ,  , 20.64, 58.20,  ,  ,  , -0.1
22:40:16, 181, 0, 100068,  ,  , 20.57, 58.45,  ,  ,  , 0
